Кол-во комнат,"Площадь, м^2",Этаж квартиры,Кол-во этажей в доме,Относительный этаж,"Расстояние до центра, км",Ближайшая станция метро,"Расстояние до ближайшей станции метро, км","Балкон/Лоджия (1, 2)",Чистовая отделка,Проверено в Росреестре,От зайстройщика,Цена,Log_Цена,Log_Площадь,Кол-во комнат_num
1,47.5,19,22,0.863636,1.951753117718628,Суконная слобода,0.5347924800889803,0,0,0,1,28476000,17.16457222032319,3.8815637979434374,1.0
1,35.4,2,3,0.666667,17.80749342478309,Дубравная,9.523526030131691,0,0,0,0,4300000,15.274125813221904,3.594568774642695,1.0
1,33.2,2,8,0.25,3.9187150983231582,Козья слобода,2.9966242679977486,0,0,0,1,11000000,16.213405921671733,3.5322256440685598,1.0
1,46.0,4,26,0.153846,6.341970225569868,Горки,2.2023296822403986,0,0,0,1,12480000,16.33963800103376,3.8501476017100584,1.0
1,30.0,2,5,0.4,1.629176898367495,Суконная слобода,0.8000101153152984,0,0,0,0,12899900,16.372730194883847,3.4339872044851463,1.0
1,31.0,1,5,0.2,5.060549042889542,Яшьлек,2.1230549894768878,0,0,0,0,5399000,15.501724494419891,3.4657359027997265,1.0
1,44.5,3,4,0.75,15.63998635804528,Дубравная,8.404545276961677,1,0,0,1,8503320,15.955967351037229,3.817712325956905,1.0
1,52.2,3,3,1.0,1.6586195902576597,Площадь Тукая,1.3299148155249507,0,0,0,1,21292299,16.87385606297451,3.9740583963475986,1.0
1,35.7,25,25,1.0,8.83467442605838,Дубравная,3.261767771656669,0,0,0,0,7510000,15.8317461568961,3.6027767550605247,1.0
1,39.8,15,20,0.75,3.732491671359808,Аметьево,1.361559759055431,0,0,0,1,11679661,16.27335959658947,3.708682081410116,1.0
1,31.4,4,5,0.8,5.652408272562442,Яшьлек,1.2376256574629572,0,0,1,0,5400000,15.501909696719672,3.4781584227982836,1.0
1,34.3,2,22,0.090909,8.210833713963046,Дубравная,0.3039853674095482,0,0,0,0,10290000,16.14668320499196,3.563882963939251,1.0
1,40.0,3,17,0.176471,6.080748815421133,Горки,1.2110687382483971,0,0,0,0,11160000,16.22784660452317,3.713572066704308,1.0
1,37.2,17,24,0.708333,6.204221523213351,Горки,3.1543795273203963,0,0,0,1,9008356,16.013663260015026,3.6428355156125294,1.0
1,32.7,16,22,0.727273,6.182144885408042,Аметьево,3.964582757048164,2,0,0,1,9060000,16.01937978839443,3.517497837358316,1.0
1,34.2,14,19,0.736842,14.292141067646844,Северный вокзал,10.861994477616362,0,0,1,0,5600000,15.53827733427679,3.5610460826040513,1.0
1,41.5,5,5,1.0,0.6931208334039932,Кремлёвская,0.680229869799999,0,0,0,0,15936000,16.58409132155752,3.7495040759303713,1.0
1,49.1,5,5,1.0,0.6625010160421255,Площадь Тукая,0.4836090101704672,0,0,0,0,21903019,16.90213508482284,3.914021008090819,1.0
1,39.3,8,10,0.8,2.8078694511197475,Площадь Тукая,2.738680403955438,0,0,0,0,11999000,16.3003339542868,3.696351468952637,1.0
1,35.0,8,10,0.8,3.34672244466133,Козья слобода,1.1515691079788706,0,0,0,0,7650000,15.850216336521664,3.58351893845611,1.0
студия,13.1,9,9,1.0,6.547502379671188,Аметьево,3.6608899050711,0,0,0,0,2990000,14.910784279814974,2.6461747973841225,
студия,30.5,1,24,0.041667,5.651711724623935,Горки,0.4340158147779789,0,0,0,0,8990000,16.0116235176825,3.449987545831587,
1,36.0,4,11,0.363636,8.42659053747315,Горки,4.919906835360406,0,0,1,0,7700000,15.856731016694035,3.6109179126442243,1.0
3,59.8,5,5,1.0,4.509693276950504,Яшьлек,1.6034624929707602,0,0,0,0,7199000,15.789452824359612,4.107589788972121,3.0
2,41.5,2,5,0.4,7.178662542822003,Северный вокзал,1.957178310541797,0,0,1,0,4100000,15.226497775576945,3.7495040759303713,2.0
