"Площадь, м^2",Этаж квартиры,Кол-во этажей в доме,"Расстояние до центра, км",Чистовая отделка,Проверено в Росреестре,От зайстройщика,Есть Балкон,Есть Лоджия,Metro_Аметьево,Metro_Горки,Metro_Дубравная,Metro_Козья слобода,Metro_Кремлёвская,Metro_Площадь Тукая,Metro_Проспект Победы,Metro_Северный вокзал,Metro_Суконная слобода,Metro_Яшьлек,Цена_log
39.2,3,3,16.100941111104344,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.38412668421143
51.4,3,25,2.8256869013794623,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17.14817928180421
44.6,4,4,15.63998635804528,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,15.963657046351367
35.7,7,7,1.5954474900928997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.719675692787295
47.8,3,16,4.586408246829422,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,16.11809565095832
48.7,21,25,8.543989036283286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.178249667940023
46.9,12,25,6.221046778159821,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.32326429727388
45.7,6,9,1.226923258666886,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.380459992348886
40.0,8,18,4.526148978754407,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.257857680289998
67.6,5,9,4.001890749546281,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,17.205862708803036
38.6,7,20,8.160392942023343,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16.11308320963728
22.1,7,27,5.474646783799237,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,15.943742382861155
34.3,19,22,8.210833713963046,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.179473024680053
62.1,5,5,0.758221177655399,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,16.820809474911428
47.4,6,10,7.720349876126074,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16.04552506565036
36.8,2,17,5.957155492665508,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,16.138085613647306
44.6,1,3,16.338693118736227,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.424948670398354
45.1,10,27,5.474646783799237,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.356324918492774
41.9,5,25,6.221046778159821,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.15290675220169
32.7,4,5,4.594624560409772,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15.61540369240562
33.7,8,9,14.757246284002548,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.923296694159928
38.8,3,19,5.150286304620739,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.323889156936925
47.0,5,24,5.856430937686289,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.242879545536162
32.2,5,5,8.968144792512415,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.931766193248746
21.8,25,27,5.474646783799237,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.120093753421386
47.2,6,25,8.543989036283286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.16593307570136
45.9,8,17,5.957155492665508,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,16.399351192425147
39.0,9,10,7.914460678267375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.843658936835498
34.4,7,9,14.757246284002548,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.739759356223798
46.7,22,25,8.543989036283286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.155391532041126
36.4,8,22,5.957155492665508,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,16.236553658769736
33.7,8,8,19.77348478117383,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.670244982848228
49.4,9,25,2.8256869013794623,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17.26604401824951
62.1,5,5,0.758221177655399,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,16.820809474911428
38.9,17,18,6.059269084560594,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.181228278039814
47.4,6,10,7.720349876126074,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16.04552506565036
28.2,13,27,5.474646783799237,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.01937978839443
48.7,15,25,8.543989036283286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.17730760484087
36.8,2,17,5.957155492665508,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,16.138085613647306
44.6,1,3,16.338693118736227,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.424948670398354
45.1,10,27,5.474646783799237,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.356324918492774
39.4,7,16,5.150286304620739,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.351951618902174
41.9,5,25,6.221046778159821,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.15290675220169
38.9,14,18,5.974955438329737,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.162780351614362
32.7,4,5,4.594624560409772,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15.61540369240562
33.7,8,9,14.757246284002548,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.923296694159928
38.8,3,19,5.150286304620739,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.323889156936925
47.0,5,24,5.856430937686289,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.242879545536162
32.2,5,5,8.968144792512415,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.931766193248746
21.8,25,27,5.474646783799237,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.120093753421386
47.2,6,25,8.543989036283286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.16593307570136
45.9,8,17,5.957155492665508,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,16.399351192425147
39.0,9,10,7.914460678267375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.843658936835498
34.4,7,9,14.757246284002548,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.739759356223798
46.7,22,25,8.543989036283286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.155391532041126
36.4,8,22,5.957155492665508,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,16.236553658769736
33.7,8,8,19.77348478117383,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.670244982848228
49.4,9,25,2.8256869013794623,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17.26604401824951
42.0,15,18,6.059269084560594,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.191090596785127
47.8,6,10,5.175783539948288,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16.372737946851277
50.5,9,25,2.8256869013794623,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17.199629631999176
49.7,12,24,5.856430937686289,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.334416057472126
42.0,7,18,5.974955438329737,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.134947949920708
49.7,4,9,3.700134599349512,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.371962452494888
44.5,5,24,5.856430937686289,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.224031091315265
37.0,15,18,7.879209636267153,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16.061525405290027
22.3,23,27,5.474646783799237,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,15.973069994514992
61.6,1,14,8.35928556566316,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16.28276235733119
44.3,2,4,15.256848078655702,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.119275055187646
21.8,3,27,5.474646783799237,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,15.922080888686857
50.5,9,25,2.8256869013794623,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17.199629631999176
49.7,12,24,5.856430937686289,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.334416057472126
42.0,7,18,5.974955438329737,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.134947949920708
49.7,4,9,3.700134599349512,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.371962452494888
28.4,21,27,5.474646783799237,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.216129481891514
47.2,11,25,8.543989036283286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.16593307570136
44.5,5,24,5.856430937686289,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.224031091315265
37.0,15,18,7.879209636267153,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16.061525405290027
22.3,23,27,5.474646783799237,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,15.973069994514992
49.4,6,25,2.8256869013794623,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17.237425213865013
38.9,13,18,6.059269084560594,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.162780351614362
61.6,1,14,8.35928556566316,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16.28276235733119
44.3,2,4,15.256848078655702,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.119275055187646
38.0,20,25,8.543989036283286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.002684911680433
35.6,9,9,5.875208261692883,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.710127563007966
36.2,5,22,5.957155492665508,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,16.123882972062866
48.7,23,25,8.543989036283286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.178249667940023
38.9,13,18,5.974955438329737,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.162780351614362
35.4,2,6,7.208076819607837,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.990262279448435
35.9,5,18,13.086067788918587,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15.867380343168884
42.4,9,25,6.093762621804344,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.2469690494526
32.4,12,19,14.003021352670286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.64006001130563
45.1,2,27,5.474646783799237,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.316946591670696
31.6,11,17,13.125020045464847,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15.810775745631013
46.7,20,25,8.543989036283286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.155391532041126
45.1,12,19,7.935072567110094,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.51351049055305
45.9,4,17,5.957155492665508,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,16.27120267207753
38.2,2,10,8.796577062128325,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.923296694159928
38.1,8,24,6.204221523213351,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.028391159881128
41.8,4,16,5.150286304620739,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.376128471328094
43.7,8,10,4.002666210585466,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.51013780630191
38.3,2,18,13.086067788918587,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15.86562768618137
55.8,5,5,13.061676068117537,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.12308329197184
38.9,14,18,5.999879751339932,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.128691417037707
37.2,3,21,3.0289009851290976,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.546626097144056
38.1,8,24,6.204221523213351,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.028391159881128
41.8,4,16,5.150286304620739,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.376128471328094
38.9,16,18,6.059269084560594,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.181228278039814
43.7,8,10,4.002666210585466,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.51013780630191
22.1,19,27,5.474646783799237,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,15.948492985055545
38.3,2,18,13.086067788918587,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15.86562768618137
55.8,5,5,13.061676068117537,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.12308329197184
38.9,14,18,5.999879751339932,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.128691417037707
37.2,3,21,3.0289009851290976,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.546626097144056
28.4,8,27,5.474646783799237,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.047673293957907
31.6,9,17,13.125020045464847,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15.798675340352304
50.5,17,25,2.8256869013794623,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17.3693145994967
41.3,8,9,3.999829118235672,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.203355586736503
46.9,11,24,5.856430937686289,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.271971007173224
49.4,17,25,2.8256869013794623,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17.342947003569808
42.0,16,18,5.974955438329737,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.191090596785127
38.3,6,22,5.127543273023829,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.20885010555098
36.9,4,17,5.957155492665508,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,16.247040252822995
40.6,7,16,5.150286304620739,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.35669915890729
38.9,13,18,5.974955438329737,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.162780351614362
45.1,8,27,5.474646783799237,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.33078482520941
47.0,5,24,5.405609407263594,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.333207111220425
37.2,15,24,6.204221523213351,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.013663260015026
55.4,3,5,13.020379482682998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.161155236204202
21.8,24,27,5.474646783799237,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.138878288084037
52.1,2,4,15.433416622116498,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,15.966865817968444
37.0,2,4,5.24132171340645,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.810211007243431
43.9,4,25,8.543989036283286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.093803060848288
34.7,4,7,14.923984567961927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.702580358511794
44.3,13,16,8.365486113894661,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16.257857680289998
45.1,5,24,5.856430937686289,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.237476698002997
108.1,6,6,1.211439396607261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.465557729476014
48.4,1,4,15.099912533218196,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15.991261893304353
53.5,4,8,1.211439396607261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.750881228234423
52.1,2,4,15.433416622116498,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,15.966865817968444
37.0,2,4,5.24132171340645,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.810211007243431
43.9,4,25,8.543989036283286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.093803060848288
38.9,12,18,5.974955438329737,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.143985692685646
22.1,24,27,5.474646783799237,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,15.973069994514992
37.4,6,24,6.204221523213351,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.006424263574132
50.5,19,25,2.8256869013794623,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17.389343880804823
34.7,4,7,14.923984567961927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.702580358511794
44.3,13,16,8.365486113894661,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16.257857680289998
28.2,13,27,5.474646783799237,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.016063036135133
45.1,5,24,5.856430937686289,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.237476698002997
108.1,6,6,1.211439396607261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.465557729476014
38.9,16,18,6.059269084560594,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.181228278039814
48.4,1,4,15.099912533218196,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15.991261893304353
53.5,4,8,1.211439396607261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.750881228234423
47.7,13,27,5.474646783799237,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.38199727154961
38.2,4,4,15.63998635804528,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,15.771208506984987
38.9,7,18,5.999879751339932,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.12483101736696
44.5,10,25,6.221046778159821,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.27472420118467
42.4,4,25,6.093762621804344,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.209001692220813
36.7,6,17,5.957155492665508,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,16.146411059146544
42.0,14,18,6.059269084560594,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.15131289855136
37.3,7,22,8.210833713963046,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.179284913335266
39.7,7,21,4.492313206720885,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16.850944246423637
44.5,9,24,5.856430937686289,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.223631011329918
56.7,2,8,1.211439396607261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.80684472400687
46.9,9,25,6.221046778159821,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.232876049876168
49.4,3,25,2.8256869013794623,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17.204635392130353
46.9,7,24,5.856430937686289,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.242453469725834
65.5,1,6,1.211439396607261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.885863218793503
28.6,22,27,5.474646783799237,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.053023760938185
36.7,6,17,5.957155492665508,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,16.146411059146544
50.5,15,25,2.8256869013794623,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17.25459767126281
42.0,14,18,6.059269084560594,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.15131289855136
47.2,17,27,5.474646783799237,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.383532191149893
44.5,4,25,6.221046778159821,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.35856197295071
37.3,7,22,8.210833713963046,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.179284913335266
38.9,12,18,5.974955438329737,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.143985692685646
39.7,7,21,4.492313206720885,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16.850944246423637
44.5,9,24,5.856430937686289,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.223631011329918
56.7,2,8,1.211439396607261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.80684472400687
38.9,15,18,6.059269084560594,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.162780351614362
22.1,25,27,5.474646783799237,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.1339690985398
46.9,9,25,6.221046778159821,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.232876049876168
49.4,3,25,2.8256869013794623,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17.204635392130353
46.9,7,24,5.856430937686289,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.242453469725834
65.5,1,6,1.211439396607261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.885863218793503
36.5,3,18,13.086067788918587,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15.827529557045109
44.3,2,4,15.013714774489117,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,16.141157764275203
59.5,7,7,1.211439396607261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.854181671938456
45.3,4,4,15.013714774489117,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,16.176383521166667
42.0,14,18,5.974955438329737,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.15131289855136
56.6,9,25,6.221046778159821,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.36500580576098
42.4,10,25,6.093762621804344,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.269076254255467
38.1,4,4,15.63998635804528,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,15.769112619692457
52.1,3,4,15.63998635804528,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,15.973675591380976
34.4,6,9,14.757246284002548,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.733902824968563
45.0,1,4,15.399213490147805,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15.918424577929366
29.3,4,5,6.030759509500941,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.702580358511794
51.7,3,3,17.35041188075796,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.46416937585933
38.9,5,18,6.403487300324902,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.955576839107596
38.1,9,23,4.485701645523847,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.967272877502799
38.0,2,5,6.335692266317553,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.978833698567334
41.6,4,9,3.28221109118944,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.21249641737161
31.0,5,11,6.101507838552743,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.86963441986494
38.5,17,18,14.842564052425145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.623799493077952
42.1,8,10,9.101682437329035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.065749275960183
34.6,15,22,9.507218121419273,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.64006001130563
43.5,15,17,4.586478186602816,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,16.08763654656639
30.3,3,5,4.017167158944921,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.702580358511794
39.2,2,9,9.122237198734751,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.520258832020865
42.6,6,11,2.619576241598396,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.132984361974234
31.0,1,10,10.102967720964934,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38412668421143
38.0,16,18,17.18540085696183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.555976908243359
32.8,8,10,8.295407421201428,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.978833698567334
30.8,2,5,12.442398500877788,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.555976908243359
25.8,7,12,7.428350400940495,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.656060350091908
52.4,2,6,3.3211301831705136,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.266515742283485
46.0,5,17,8.159191174594373,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.012735246411598
31.2,1,5,2.0004625317066216,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.894952224644102
33.2,4,9,4.199637097651435,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.810211007243431
36.0,4,11,8.42659053747315,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.856731016694035
32.5,8,9,8.21575878712324,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.990148750276969
33.0,4,5,4.38158244533988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.687312888712007
29.9,2,5,6.330750696718946,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.687312888712007
36.1,4,11,14.046392694323757,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.573368647930426
33.0,5,9,5.836312860747018,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15.789452824359612
32.8,12,18,7.196781906620958,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.789591722875162
32.1,3,5,5.862338425955437,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15.717618233614914
24.9,2,5,4.014552283201383,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15.46416937585933
30.3,1,14,7.948410703174765,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.86963441986494
38.0,8,9,3.221947032884357,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.86320353036178
43.4,12,16,6.011622947859584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.931766193248746
42.0,12,19,3.357924815768451,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16.21249641737161
33.3,6,10,8.589252416780669,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.990262393084793
45.2,14,20,2.902555637371548,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.337231261196273
40.0,16,25,3.48288639810661,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.257857680289998
48.2,7,9,5.252283562031566,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16.166885910365842
31.1,4,5,5.093968446260751,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.6387686942517
43.0,8,10,5.6216258286403775,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,16.11799574596798
38.1,6,14,5.415430622354052,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.949677117676545
30.5,3,5,4.829115858384473,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.520258832020865
31.0,1,5,4.594624560409772,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.80324804743883
43.8,13,16,7.613682443205974,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16.22245575637265
29.3,1,5,4.670167680565404,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15.656060350091908
43.6,2,19,13.328702735959808,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.687312888712007
30.5,1,5,4.850030918925665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.65606019136176
39.5,9,10,9.269478312822294,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.869506206534194
38.9,12,18,5.974955438329737,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.143985692685646
49.4,12,25,2.8256869013794623,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17.29691066526564
28.4,20,27,5.474646783799237,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.204273438942487
44.3,2,4,15.013714774489117,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,16.141157764275203
38.9,9,18,6.059269084560594,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.143985692685646
59.5,7,7,1.211439396607261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.854181671938456
45.3,4,4,15.013714774489117,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,16.176383521166667
42.0,14,18,5.974955438329737,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.15131289855136
