"Площадь, м^2",Этаж квартиры,Кол-во этажей в доме,"Расстояние до центра, км",Чистовая отделка,Проверено в Росреестре,От зайстройщика,Есть Балкон,Есть Лоджия,Metro_Аметьево,Metro_Горки,Metro_Дубравная,Metro_Козья слобода,Metro_Кремлёвская,Metro_Площадь Тукая,Metro_Проспект Победы,Metro_Северный вокзал,Metro_Суконная слобода,Metro_Яшьлек,Цена_log
63.6,3,19,5.011368302744321,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.08763654656639
55.2,4,5,13.020379482682998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.18855420780352
30.5,6,20,2.9041799626762765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.029264546541317
63.6,4,5,3.614876656119438,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.830413711839864
30.8,1,2,5.635196705408958,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15.400655982747342
24.0,7,12,6.27803108246974,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.64006001130563
91.5,10,11,8.999832966448793,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.50675370854671
38.0,7,9,5.585555260872606,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,16.048745680004657
42.5,2,5,10.273781726378685,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.501909696719672
54.7,3,25,12.925310539717035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.139269984094557
58.8,2,9,2.178580090594056,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.21249641737161
17.0,1,3,2.886764674796774,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.176487367510099
51.5,14,19,5.76282198162372,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.166885910365842
80.0,16,17,4.898437371123508,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.642824239064897
45.8,6,10,6.638607620414206,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,16.034714150714915
33.9,20,24,1.6888871764013744,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.625437494813886
79.3,19,20,2.9041799626762765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.915783055829117
16.6,5,9,5.9008729252545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.99416586199818
33.1,3,10,3.7792666745620265,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15.91720283082831
44.4,4,5,5.0078039145266855,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.64006001130563
23.0,1,9,3.719921612421004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.46416937585933
16.0,4,5,5.280652337916861,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.80876270134486
50.0,2,5,9.705735782194076,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.02378508137718
70.9,4,19,12.86033109261013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.317765927986965
65.8,1,5,5.536265384368998,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.803385043104912
65.5,1,9,8.067235580524942,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16.142788361109663
39.1,3,9,10.360458968085045,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.59046307836746
74.8,20,22,3.151100126640919,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.88356353960952
50.7,1,9,8.907713578282749,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16.066802461833923
37.4,6,10,2.684402164810528,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.383887726072103
37.5,4,10,4.665088494370864,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15.76142084987672
37.2,17,18,14.842564052425145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.623799493077952
80.1,1,5,2.807055649030599,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.300417291085605
66.5,10,11,7.798910856212148,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16.379690465629075
24.0,7,12,6.27803108246974,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.64006001130563
91.5,10,11,8.999832966448793,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.50675370854671
38.0,7,9,5.585555260872606,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,16.048745680004657
42.5,2,5,10.273781726378685,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.501909696719672
30.6,2,20,2.9041799626762765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.03253787152913
54.7,3,25,12.925310539717035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.139269984094557
58.8,2,9,2.178580090594056,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.21249641737161
17.0,1,3,2.886764674796774,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.176487367510099
51.5,14,19,5.76282198162372,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.166885910365842
80.0,16,17,4.898437371123508,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.642824239064897
45.8,6,10,6.638607620414206,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,16.034714150714915
33.9,20,24,1.6888871764013744,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.625437494813886
79.3,19,20,2.9041799626762765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.915783055829117
16.6,5,9,5.9008729252545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.99416586199818
33.1,3,10,3.7792666745620265,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15.91720283082831
44.4,4,5,5.0078039145266855,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.64006001130563
23.0,1,9,3.719921612421004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.46416937585933
16.0,4,5,5.280652337916861,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.80876270134486
50.0,2,5,9.705735782194076,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.02378508137718
70.9,4,19,12.86033109261013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.317765927986965
60.9,10,20,2.9041799626762765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.615410473512515
65.8,1,5,5.536265384368998,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.803385043104912
65.5,1,9,8.067235580524942,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16.142788361109663
39.1,3,9,10.360458968085045,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.59046307836746
74.8,20,22,3.151100126640919,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.88356353960952
50.7,1,9,8.907713578282749,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16.066802461833923
37.4,6,10,2.684402164810528,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.383887726072103
54.8,3,5,13.061676068117537,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.158277536652626
40.2,5,20,2.9041799626762765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.385447533477222
37.5,4,10,4.665088494370864,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15.76142084987672
37.2,17,18,14.842564052425145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.623799493077952
80.1,1,5,2.807055649030599,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.300417291085605
66.5,10,11,7.798910856212148,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16.379690465629075
14.0,3,9,7.285444334531306,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.009433329466965
42.6,3,15,5.143908102033149,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.369554591019117
50.5,9,11,7.761243514016058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.430396747927084
56.2,18,20,2.9041799626762765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.55344319825233
30.0,5,5,4.575617206381264,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.581781435394545
34.2,3,10,9.269478312822294,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.913528607916424
69.0,5,12,6.359733650543535,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.42558042423569
110.0,2,9,4.704368281031787,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.759896956801025
20.0,1,9,4.976136035307517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.26242977619469
36.9,5,9,5.995575814778721,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16.11799574596798
50.9,23,25,12.925310539717035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.031666031987402
29.7,3,5,5.626897399541511,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.520258832020865
14.5,2,5,3.596158295945504,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.009433329466965
102.7,3,5,3.317811104671195,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.5563506464056
33.4,4,9,7.7985579908714655,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.86963441986494
15.0,1,3,4.928425268923923,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.096444681204078
50.0,2,5,9.705735782194076,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.02378508137718
70.9,4,19,12.86033109261013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.317765927986965
60.9,10,20,2.9041799626762765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.615410473512515
65.8,1,5,5.536265384368998,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.803385043104912
65.5,1,9,8.067235580524942,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16.142788361109663
39.1,3,9,10.360458968085045,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.59046307836746
74.8,20,22,3.151100126640919,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.88356353960952
50.7,1,9,8.907713578282749,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16.066802461833923
37.4,6,10,2.684402164810528,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.383887726072103
54.8,3,5,13.061676068117537,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.158277536652626
40.2,5,20,2.9041799626762765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.385447533477222
37.5,4,10,4.665088494370864,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15.76142084987672
37.2,17,18,14.842564052425145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.623799493077952
80.1,1,5,2.807055649030599,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.300417291085605
66.5,10,11,7.798910856212148,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16.379690465629075
14.0,3,9,7.285444334531306,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.009433329466965
42.6,3,15,5.143908102033149,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.369554591019117
50.5,9,11,7.761243514016058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.430396747927084
56.2,18,20,2.9041799626762765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.55344319825233
30.0,5,5,4.575617206381264,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.581781435394545
34.2,3,10,9.269478312822294,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.913528607916424
69.0,5,12,6.359733650543535,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.42558042423569
110.0,2,9,4.704368281031787,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.759896956801025
20.0,1,9,4.976136035307517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.26242977619469
36.9,5,9,5.995575814778721,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16.11799574596798
50.9,23,25,12.925310539717035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.031666031987402
32.5,15,20,2.9041799626762765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.07597082896012
29.7,3,5,5.626897399541511,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.520258832020865
14.5,2,5,3.596158295945504,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.009433329466965
102.7,3,5,3.317811104671195,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.5563506464056
33.4,4,9,7.7985579908714655,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.86963441986494
15.0,1,3,4.928425268923923,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.096444681204078
85.1,10,11,6.919047568153552,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.266515742283485
54.7,3,25,12.900455169238413,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.122486098821536
59.9,20,20,2.9041799626762765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.61720294247735
51.2,14,15,6.35196005841112,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.23053116965361
17.6,9,9,8.15690302444974,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.024471202308668
33.0,3,3,20.36609409465831,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.501724494419891
43.0,2,5,4.535364471481626,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.83028036963463
118.0,5,6,6.280881052229441,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16.648723960844016
42.0,5,9,3.270750972323094,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.23124583819263
48.5,3,11,7.761243514016058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.41111751630617
63.4,8,9,3.221947032884357,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.195056784687036
42.0,7,25,3.426766091554785,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.14765455028724
30.5,2,9,10.588044608446298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.150511887854474
54.8,6,14,8.495919376997326,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.092777945538128
45.7,1,5,5.13233279911364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.656060350091908
58.8,6,9,3.1162443561410145,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.53205795542302
53.2,15,25,12.925310539717035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.28530365454459
40.2,5,20,2.9041799626762765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.385447533477222
37.5,4,10,4.665088494370864,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15.76142084987672
37.2,17,18,14.842564052425145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.623799493077952
80.1,1,5,2.807055649030599,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.300417291085605
66.5,10,11,7.798910856212148,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16.379690465629075
14.0,3,9,7.285444334531306,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.009433329466965
42.6,3,15,5.143908102033149,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.369554591019117
50.5,9,11,7.761243514016058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.430396747927084
56.2,18,20,2.9041799626762765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.55344319825233
30.0,5,5,4.575617206381264,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.581781435394545
34.2,3,10,9.269478312822294,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.913528607916424
69.0,5,12,6.359733650543535,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.42558042423569
110.0,2,9,4.704368281031787,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.759896956801025
20.0,1,9,4.976136035307517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.26242977619469
36.9,5,9,5.995575814778721,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16.11799574596798
50.9,23,25,12.925310539717035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.031666031987402
32.5,15,20,2.9041799626762765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.07597082896012
29.7,3,5,5.626897399541511,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.520258832020865
14.5,2,5,3.596158295945504,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.009433329466965
102.7,3,5,3.317811104671195,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.5563506464056
33.4,4,9,7.7985579908714655,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.86963441986494
15.0,1,3,4.928425268923923,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.096444681204078
85.1,10,11,6.919047568153552,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.266515742283485
54.7,3,25,12.900455169238413,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.122486098821536
59.9,20,20,2.9041799626762765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.61720294247735
51.2,14,15,6.35196005841112,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.23053116965361
17.6,9,9,8.15690302444974,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.024471202308668
33.0,3,3,20.36609409465831,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.501724494419891
43.0,2,5,4.535364471481626,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.83028036963463
118.0,5,6,6.280881052229441,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16.648723960844016
42.0,5,9,3.270750972323094,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.23124583819263
48.5,3,11,7.761243514016058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.41111751630617
60.0,18,20,2.9041799626762765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.600521861931007
63.4,8,9,3.221947032884357,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.195056784687036
42.0,7,25,3.426766091554785,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.14765455028724
30.5,2,9,10.588044608446298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.150511887854474
54.8,6,14,8.495919376997326,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.092777945538128
45.7,1,5,5.13233279911364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.656060350091908
58.8,6,9,3.1162443561410145,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.53205795542302
53.2,15,25,12.925310539717035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.28530365454459
52.7,8,9,7.528403523605059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.931766193248746
64.2,3,13,4.232467870603791,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.52356082573315
54.9,3,9,2.0321280846163767,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.45385341812129
65.6,9,9,8.77817973811422,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.012735246411598
15.1,3,5,3.5483633780766355,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15.176487367510099
43.0,3,26,4.4449793015783925,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,16.316946591670696
56.9,13,19,12.86033109261013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.131011974941543
35.0,8,16,13.131703040804632,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.564710586686562
50.0,7,9,6.161086980581678,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.990148750276969
66.0,3,9,5.87036992666363,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.11809065094582
38.0,2,5,6.335692266317553,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.978833698567334
44.3,7,7,2.873704508167171,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.789452824359612
40.7,4,5,5.64488994027162,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15.76142084987672
20.0,5,9,4.976136035307517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.006398426692876
37.2,7,9,5.951126954600117,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.671808704579888
31.0,1,5,5.060549042889542,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.520258832020865
38.1,3,9,6.776055620076078,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.83028036963463
35.3,2,9,5.144055638750546,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.985706577067818
30.0,3,3,20.52717479103389,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.434898999271326
41.1,3,20,7.562072914803461,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.90737474309945
34.2,7,9,4.561878972170568,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15.893701442898895
37.2,14,22,5.127543273023829,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.04552506565036
46.0,1,5,11.400983187481309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.571643022260735
11.0,1,9,6.0124473644006,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.009433329466965
45.2,3,3,4.617323517888057,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15.747032114495013
48.9,16,16,7.326630838841392,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.843658936835498
44.1,1,5,4.973289189235037,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.716124581581232
29.7,3,5,5.626897399541511,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.520258832020865
32.2,3,9,7.231934254715035,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.789591722875162
31.0,1,10,10.102967720964934,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38412668421143
45.0,4,5,6.19871562154066,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.83705825367553
31.7,1,5,4.750164531963398,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15.623799493077952
31.1,4,5,5.093968446260751,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.6387686942517
43.0,3,5,11.127303565385043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.404745967162468
51.4,2,9,3.4858235110146807,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.0116235176825
37.2,17,18,14.842564052425145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.623799493077952
29.8,3,5,1.6924734197001048,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.955576839107596
71.0,4,10,4.626820007084765,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16.195056784687036
37.0,5,9,4.54666521002906,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15.757125926208719
15.0,6,9,6.227456166965628,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.285686632949897
31.7,4,5,4.473777827008706,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.671808704579888
65.9,9,9,5.498010546968326,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.213405921671733
75.0,4,10,3.835301747135038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.496532155171714
39.2,2,9,9.122237198734751,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.520258832020865
40.3,2,5,5.622684411513582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.745581788127712
53.6,2,5,10.688118210551169,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.555976908243359
31.8,17,19,4.43320130003976,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.967272877502799
30.5,1,5,4.850030918925665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.65606019136176
14.0,5,5,5.154507022360239,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.930652476452392
50.1,8,9,8.373204594903896,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.946120504983348
13.0,5,9,5.119794921799448,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,14.845130332288226
50.0,4,10,4.209989351009695,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.11709525072483
30.1,1,5,4.416493183130656,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.59046307836746
12.6,6,9,1.6992986641501713,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15.150511887854474
37.8,5,18,8.395559738681165,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.894952224644102
35.7,5,9,5.382788248232844,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15.816990693309524
34.0,12,20,4.611747687042298,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.184819376546592
78.0,6,18,8.116841776321495,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.29204904211537
50.3,2,2,8.41758020416736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.52930866590278
19.2,5,5,6.597977335748338,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,14.914123179965662
20.0,1,9,4.976136035307517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.26242977619469
36.9,5,9,5.995575814778721,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16.11799574596798
50.9,23,25,12.925310539717035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.031666031987402
32.5,15,20,2.9041799626762765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.07597082896012
29.7,3,5,5.626897399541511,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.520258832020865
14.5,2,5,3.596158295945504,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.009433329466965
102.7,3,5,3.317811104671195,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.5563506464056
33.4,4,9,7.7985579908714655,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.86963441986494
15.0,1,3,4.928425268923923,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.096444681204078
85.1,10,11,6.919047568153552,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.266515742283485
54.7,3,25,12.900455169238413,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.122486098821536
59.9,20,20,2.9041799626762765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.61720294247735
51.2,14,15,6.35196005841112,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.23053116965361
17.6,9,9,8.15690302444974,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.024471202308668
33.0,3,3,20.36609409465831,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.501724494419891
43.0,2,5,4.535364471481626,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.83028036963463
118.0,5,6,6.280881052229441,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16.648723960844016
42.0,5,9,3.270750972323094,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.23124583819263
48.5,3,11,7.761243514016058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.41111751630617
60.0,18,20,2.9041799626762765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.600521861931007
63.4,8,9,3.221947032884357,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.195056784687036
42.0,7,25,3.426766091554785,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.14765455028724
